Country,Preservation Requests,Preservation Accounts Preserved,Total Requests,Number of Requests Where Some Data Produced,Total Requests Accounts,Total Requests Percentage,Legal Process Request Total,Legal Number of Requests Where Some Data Produced,Legal Process Request Total Accounts,Legal Process Request Total Percentage,Emergency Request Total,ER Number of Requests Where Some Data Produced,Emergency Request Total Accounts,Emergency Request Total Percentage,Search Warrant,Search Warrant Accounts,Search Warrant Percentage,Subpoena,Subpoena Accounts,Subpoena Percentage,Court Order (Other),Court Order (Other) Accounts,Court Order (Other) Percentage,MLAT Search Warrant,MLAT Search Warrant Accounts,MLAT Search Warrant Percentage,MLAT Order,MLAT Order Accounts,MLAT Order Percentage,Court Order (18 USC 2703(d)),Court Order (18 USC 2703(d)) Accounts,Court Order (18 USC 2703(d)) Percentage,Pen Register/Trap and Trace,Pen Register/Trap and Trace Accounts,Pen Register/Trap and Trace Percentage,Title III,Title III Accounts,Title III Percentage,FISA Content Requests,FISA Content Requests Accounts,FISA Content Requests Percentage,FISA Non-Content Requests,FISA Non-Content Requests Accounts,FISA Non-Content Requests Percentage,NSLs,NSLs Accounts,NSLs Percentage
Brazil,"6,696","14,423","12,989","10,281","46,351",79%,"11,668","9,335","44,231",80%,"1,321",946,"2,120",72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,0,0,5,2,5,40%,5,2,5,40%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,48,61,61,42,118,69%,60,41,117,68%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2,2,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,"2,609","4,041","2,529","2,073","3,467",82%,"1,110",884,"1,563",80%,"1,419","1,189","1,904",84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,33,40,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,416,865,348,52,756,15%,295,19,626,6%,53,33,130,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Island,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos (Keeling) Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,958,"1,596",722,426,"1,702",59%,421,234,845,56%,301,192,857,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,146,247,25,10,65,40%,4,0,14,0%,21,10,51,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,1,3,103,71,194,69%,99,68,183,69%,4,3,11,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,58,108,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,42,55,14,10,25,71%,5,1,10,20%,9,9,15,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,58,82,162,124,308,77%,150,113,293,75%,12,11,15,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,234,329,122,90,169,74%,119,88,166,74%,3,2,3,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,124,171,133,49,208,37%,108,33,175,31%,25,16,33,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,145,231,411,222,589,54%,167,56,270,34%,244,166,319,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,0,0,2,1,2,50%,0,0,0,0%,2,1,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,23,40,14,6,38,43%,13,6,35,46%,1,0,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,11,15,58,25,99,43%,52,19,93,37%,6,6,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federated States of Micronesia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,101,142,157,126,222,80%,140,111,188,79%,17,15,34,88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,231,297,"13,822","11,006","16,225",80%,"8,026","5,661","10,209",71%,"5,796","5,345","6,016",92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Southern Territories,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,75,95,14,9,15,64%,14,9,15,64%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,543,782,"15,554","9,909","22,107",64%,"14,843","9,373","20,928",63%,711,536,"1,179",75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,3,6,1,1,1,100%,1,1,1,100%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,318,470,748,471,"1,103",63%,670,405,"1,016",60%,78,66,87,85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,385,613,456,234,883,51%,268,94,560,35%,188,140,323,74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,3,3,8,0,9,0%,0,0,0,0%,8,0,9,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heard Island and McDonald Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,50,84,13,5,18,38%,6,3,8,50%,7,2,10,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,31,32,152,0,177,0%,150,0,174,0%,2,0,3,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,47,91,556,286,858,51%,548,283,842,52%,8,3,16,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,6,9,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,"4,789","7,820","45,275","22,865","68,485",51%,"42,458","21,399","60,677",50%,"2,817","1,466","7,808",52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,29,36,63,23,136,37%,49,13,59,27%,14,10,77,71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,1,1,5,0,8,0%,3,0,3,0%,2,0,5,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,5,5,1,0,1,0%,1,0,1,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,516,767,351,270,435,77%,335,260,415,78%,16,10,20,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle Of Man,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,867,"1,071",963,769,"1,659",80%,513,420,740,82%,450,349,919,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,"2,175","3,276","4,125","2,088","7,003",51%,"4,050","2,038","6,905",50%,75,50,98,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast,55,151,6,3,6,50%,6,3,6,50%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,20,27,101,59,124,58%,2,0,2,0%,99,59,122,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,0,0,423,270,546,64%,369,255,469,69%,54,15,77,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,44,119,17,6,56,35%,16,5,55,31%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2,5,19,14,32,74%,15,11,24,73%,4,3,8,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,3,4,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,4,4,72,48,94,67%,70,47,92,67%,2,1,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,30,41,90,54,142,60%,87,51,136,59%,3,3,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,38,48,24,13,47,54%,22,12,45,55%,2,1,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau,0,0,2,2,2,100%,2,2,2,100%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,4,4,78,33,105,42%,78,33,105,42%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,1,2,4,1,6,25%,4,1,6,25%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,0,0,5,1,6,20%,3,0,3,0%,2,1,3,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,10,22,48,38,131,79%,47,37,130,79%,1,1,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,7,11,10,6,10,60%,7,6,7,86%,3,0,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,13,13,476,245,568,51%,470,244,559,52%,6,1,9,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,3,10,1,0,1,0%,0,0,0,0%,1,0,1,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,"2,487","4,498","3,041","1,604","5,681",53%,"2,569","1,304","4,776",51%,472,300,905,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,2,3,14,5,59,36%,14,5,59,36%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,0,0,7,1,10,14%,5,1,7,20%,2,0,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,0,0,5,2,5,40%,5,2,5,40%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,0,0,52,38,59,73%,50,36,57,72%,2,2,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,0,0,360,212,413,59%,357,212,410,59%,3,0,3,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,0,0,4,2,2,50%,0,0,0,0%,4,2,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,77,87,412,242,485,59%,394,231,464,59%,18,11,21,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,44,98,890,655,"1,278",74%,823,601,"1,189",73%,67,54,89,81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,278,550,173,141,287,82%,66,53,133,80%,107,88,154,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,2,2,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,0,0,21,6,45,29%,18,6,41,33%,3,0,4,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,72,84,65,32,111,49%,47,16,88,34%,18,16,23,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,775,"1,076","1,345",346,"1,811",26%,"1,272",332,"1,702",26%,73,14,109,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine,5,6,4,3,8,75%,4,3,8,75%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,77,135,16,8,27,50%,15,7,25,47%,1,1,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,1,1,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,42,58,54,26,83,48%,43,20,67,47%,11,6,16,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,685,950,199,99,386,50%,145,66,295,46%,54,33,91,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,94,161,11,4,26,36%,5,2,14,40%,6,2,12,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitcairn,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,464,606,"5,033","2,929","6,200",58%,"4,743","2,699","5,845",57%,290,230,355,79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,177,222,"1,310",465,"1,769",35%,"1,308",464,"1,767",35%,2,1,2,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,0,0,5,0,6,0%,2,0,2,0%,3,0,4,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of the Congo,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
